eft_id,description,normalized_description,company_id,company_name,alias,candidate_source,candidate_filter_score,fuzzy_score,vector_score,acronym_score,rule_score,final_score,risk_level,reason
5584,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5592,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5601,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5607,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5616,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5617,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5623,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5632,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5635,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5641,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5647,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5657,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5663,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5712,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5667,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5671,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5676,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5681,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5686,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5690,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5691,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5699,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5705,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5706,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5786,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5707,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5785,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5808,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5787,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5942,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5897,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5903,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5906,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5911,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5917,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5918,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5919,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5927,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5928,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5932,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5939,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
5948,TRF TO  Indiaforensic SERVICES I,trf to indiaforensic services i,6,Indiaforensic Services,indiaforensic services,token_index,0.5,0.95,0.799,0.0,0.8,0.7547,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
