eft_id,description
67497,FDRL/INTERNAL FUND TRANSFE
67498,FDRL/INTERNAL FUND TRANSFE
67499,NEFT/N307170402702989/PAY
67500,NEFT/N307170402704184/PAY
67501,FDRL/INTERNAL FUND TRANSFE
67502,FDRL/INTERNAL FUND TRANSFE
67503,FDRL/INTERNAL FUND TRANSFE
67504,NEFT/FDRL656259986/Indiaforensic
67505,NEFT/FDRL656260253/Indiaforensic
67506,NEFT/FDRL656259979/Indiaforensic
67507,FDRL/INTERNAL FUND TRANSFE
67508,FDRL/INTERNAL FUND TRANSFE
67509,BEAT CSH PKP DEL GURG 520
67510,FDRL/INTERNAL FUND TRANSFE
67511,NEFT/BDBLH17310002217/PAW
67512,RTGS/HDFCH17310288099/PAY
67513,RTGS/HDFCH17310291348/PAY
67514,731013219845
67515,FDRL/REAL TIME GROSS SETTL
67516,FDRL/REAL TIME GROSS SETTL
67517,FDRL/REAL TIME GROSS SETTL
67518,FDRL/INTERNAL FUND TRANSFE
67519,RTGS/BARBH17310863240/MAK
67520,731014382998
67521,CASHDEP/VIKASMARG/TP
67522,FDRL/NATIONAL ELECTRONIC F
67523,FDRL/NATIONAL ELECTRONIC F
67524,FDRL/NATIONAL ELECTRONIC F
67525,FDRL/NATIONAL ELECTRONIC F
67526,FDRL/NATIONAL ELECTRONIC F
67527,FDRL/REAL TIME GROSS SETTL
67528,FDRL/REAL TIME GROSS SETTL
67529,FDRL/REAL TIME GROSS SETTL
67530,NEFT/IOBAN17310644643/K A
67531,CASHDEP/FARIDABAD/TP
67532,NEFT/KKBK173109611777/Acc
67533,731016345544
67534,NEFT/N310170404566972/PAY
67535,NEFT/N310170404566985/PAY
67536,TRF FRM  Indiaforensic SERVICES
67537,TRF FROM  Indiaforensic SERVICES
67538,FDRL/INTERNAL FUND TRANSFE
67539,FDRL/INTERNAL FUND TRANSFE
67540,FDRL/INTERNAL FUND TRANSFE
67541,BEAT CSH PKP DEL GURG 520
67542,FDRL/INTERNAL FUND TRANSFE
67543,TRF FROM  Indiaforensic SERVICES
67544,TRF FROM  Indiaforensic SERVICES
67545,TRF FROM  Indiaforensic SERVICES
67546,FDRL/INTERNAL FUND TRANSFE
67547,FDRL/INTERNAL FUND TRANSFE
67548,NEFT/BDBLH17311001926/PAW
67549,RTGS/HDFCH17311391340/PAY
67550,RTGS/ICICH17311695955/EKO
67551,RTGS/HDFCH17311390120/PAY
67552,RTGS/BARBH17311708902/MAK
67553,TRF FRM  Indiaforensic SERVICES
67554,FDRL/REAL TIME GROSS SETTL
67555,RTGS/IDFBH17311300397/ART
67556,FDRL/REAL TIME GROSS SETTL
67557,FDRL/REAL TIME GROSS SETTL
67558,731115858468
67559,731115869058
67560,731115880408
67561,Indiaforensic SERVICES INDIA PVT
67562,RTGS/IDFBH17311300882/ART
67563,RTGS/IDFBH17311300884/ART
67564,RTGS/IDFBH17311300886/ART
67565,NEFT/N311170405422466/PAY
67566,NEFT/N311170405425342/PAY
67567,NEFT/KKBK173119885121/Acc
67568,CASHDEP/FARIDABAD/TP
67569,IRTT00701728130
67570,"Indiaforensic USA, INC./USD/1473"
67571,FIXED   MOBILE PTE LTD/US
67572,IRTT00701728132
67573,FDRL/INTERNAL FUND TRANSFE
67574,TRF FRM  Indiaforensic SERVICES
67575,FDRL/INTERNAL FUND TRANSFE
67576,FDRL/INTERNAL FUND TRANSFE
67577,FDRL/INTERNAL FUND TRANSFE
67578,FDRL/INTERNAL FUND TRANSFE
67579,FDRL/INTERNAL FUND TRANSFE
67580,NEFT/FDRL656260051/Indiaforensic
67581,NEFT/FDRL656260052/Indiaforensic
67582,TRF FROM  Indiaforensic SERVICES
67583,BEAT CSH PKP DEL GURG 520
67584,FDRL/REAL TIME GROSS SETTL
67585,FDRL/REAL TIME GROSS SETTL
67586,FDRL/INTERNAL FUND TRANSFE
67587,FDRL/INTERNAL FUND TRANSFE
67588,RTGS/HDFCH17312494409/PAY
67589,RTGS/HDFCH17312494440/PAY
67590,FDRL/NATIONAL ELECTRONIC F
67591,FDRL/NATIONAL ELECTRONIC F
67592,FDRL/NATIONAL ELECTRONIC F
67593,FDRL/NATIONAL ELECTRONIC F
67594,FDRL/NATIONAL ELECTRONIC F
67595,FDRL/NATIONAL ELECTRONIC F
67596,FDRL/NATIONAL ELECTRONIC F
67597,FDRL/NATIONAL ELECTRONIC F
67598,FDRL/NATIONAL ELECTRONIC F
67599,FDRL/NATIONAL ELECTRONIC F
67600,FDRL/NATIONAL ELECTRONIC F
67601,FDRL/NATIONAL ELECTRONIC F
67602,FDRL/NATIONAL ELECTRONIC F
67603,FDRL/NATIONAL ELECTRONIC F
67604,FDRL/NATIONAL ELECTRONIC F
67605,FDRL/NATIONAL ELECTRONIC F
67606,FDRL/NATIONAL ELECTRONIC F
67607,FDRL/NATIONAL ELECTRONIC F
67608,FDRL/NATIONAL ELECTRONIC F
67609,FDRL/NATIONAL ELECTRONIC F
67610,FDRL/NATIONAL ELECTRONIC F
67611,FDRL/NATIONAL ELECTRONIC F
67612,FDRL/NATIONAL ELECTRONIC F
67613,FDRL/NATIONAL ELECTRONIC F
67614,FDRL/NATIONAL ELECTRONIC F
67615,FDRL/NATIONAL ELECTRONIC F
67616,FDRL/NATIONAL ELECTRONIC F
67617,FDRL/NATIONAL ELECTRONIC F
67618,FDRL/NATIONAL ELECTRONIC F
67619,FDRL/NATIONAL ELECTRONIC F
67620,FDRL/NATIONAL ELECTRONIC F
67621,FDRL/NATIONAL ELECTRONIC F
67622,FDRL/NATIONAL ELECTRONIC F
67623,FDRL/NATIONAL ELECTRONIC F
67624,FDRL/NATIONAL ELECTRONIC F
67625,FDRL/NATIONAL ELECTRONIC F
67626,FDRL/NATIONAL ELECTRONIC F
67627,FDRL/NATIONAL ELECTRONIC F
67628,FDRL/NATIONAL ELECTRONIC F
67629,FDRL/NATIONAL ELECTRONIC F
67630,FDRL/NATIONAL ELECTRONIC F
67631,FDRL/NATIONAL ELECTRONIC F
67632,FDRL/NATIONAL ELECTRONIC F
67633,FDRL/NATIONAL ELECTRONIC F
67634,FDRL/NATIONAL ELECTRONIC F
67635,FDRL/NATIONAL ELECTRONIC F
67636,FDRL/NATIONAL ELECTRONIC F
67637,FDRL/NATIONAL ELECTRONIC F
67638,FDRL/NATIONAL ELECTRONIC F
67639,FDRL/NATIONAL ELECTRONIC F
67640,FDRL/NATIONAL ELECTRONIC F
67641,FDRL/NATIONAL ELECTRONIC F
67642,FDRL/NATIONAL ELECTRONIC F
67643,FDRL/NATIONAL ELECTRONIC F
67644,FDRL/NATIONAL ELECTRONIC F
67645,FDRL/NATIONAL ELECTRONIC F
67646,FDRL/NATIONAL ELECTRONIC F
67647,FDRL/NATIONAL ELECTRONIC F
67648,FDRL/NATIONAL ELECTRONIC F
67649,FDRL/NATIONAL ELECTRONIC F
67650,FDRL/NATIONAL ELECTRONIC F
67651,FDRL/NATIONAL ELECTRONIC F
67652,FDRL/NATIONAL ELECTRONIC F
67653,FDRL/NATIONAL ELECTRONIC F
67654,FDRL/NATIONAL ELECTRONIC F
67655,FDRL/NATIONAL ELECTRONIC F
67656,FDRL/NATIONAL ELECTRONIC F
67657,FDRL/NATIONAL ELECTRONIC F
67658,FDRL/NATIONAL ELECTRONIC F
67659,FDRL/NATIONAL ELECTRONIC F
67660,FDRL/NATIONAL ELECTRONIC F
67661,FDRL/NATIONAL ELECTRONIC F
67662,FDRL/NATIONAL ELECTRONIC F
67663,FDRL/NATIONAL ELECTRONIC F
67664,FDRL/NATIONAL ELECTRONIC F
67665,FDRL/NATIONAL ELECTRONIC F
67666,FDRL/NATIONAL ELECTRONIC F
67667,FDRL/NATIONAL ELECTRONIC F
67668,FDRL/NATIONAL ELECTRONIC F
67669,FDRL/NATIONAL ELECTRONIC F
67670,FDRL/NATIONAL ELECTRONIC F
67671,FDRL/NATIONAL ELECTRONIC F
67672,FDRL/NATIONAL ELECTRONIC F
67673,FDRL/NATIONAL ELECTRONIC F
67674,FDRL/NATIONAL ELECTRONIC F
67675,FDRL/NATIONAL ELECTRONIC F
67676,FDRL/NATIONAL ELECTRONIC F
67677,FDRL/NATIONAL ELECTRONIC F
67678,FDRL/NATIONAL ELECTRONIC F
67679,FDRL/NATIONAL ELECTRONIC F
67680,FDRL/NATIONAL ELECTRONIC F
67681,FDRL/NATIONAL ELECTRONIC F
67682,FDRL/NATIONAL ELECTRONIC F
67683,FDRL/NATIONAL ELECTRONIC F
67684,FDRL/NATIONAL ELECTRONIC F
67685,FDRL/NATIONAL ELECTRONIC F
67686,FDRL/NATIONAL ELECTRONIC F
67687,FDRL/NATIONAL ELECTRONIC F
67688,FDRL/NATIONAL ELECTRONIC F
67689,FDRL/NATIONAL ELECTRONIC F
67690,FDRL/NATIONAL ELECTRONIC F
67691,FDRL/NATIONAL ELECTRONIC F
67692,FDRL/NATIONAL ELECTRONIC F
67693,FDRL/NATIONAL ELECTRONIC F
67694,FDRL/NATIONAL ELECTRONIC F
67695,FDRL/NATIONAL ELECTRONIC F
67696,FDRL/NATIONAL ELECTRONIC F
67697,FDRL/NATIONAL ELECTRONIC F
67698,FDRL/NATIONAL ELECTRONIC F
67699,FDRL/NATIONAL ELECTRONIC F
67700,FDRL/NATIONAL ELECTRONIC F
67701,FDRL/NATIONAL ELECTRONIC F
67702,FDRL/NATIONAL ELECTRONIC F
67703,FDRL/NATIONAL ELECTRONIC F
67704,FDRL/NATIONAL ELECTRONIC F
67705,FDRL/NATIONAL ELECTRONIC F
67706,FDRL/NATIONAL ELECTRONIC F
67707,FDRL/NATIONAL ELECTRONIC F
67708,FDRL/NATIONAL ELECTRONIC F
67709,FDRL/NATIONAL ELECTRONIC F
67710,FDRL/NATIONAL ELECTRONIC F
67711,FDRL/NATIONAL ELECTRONIC F
67712,FDRL/NATIONAL ELECTRONIC F
67713,FDRL/NATIONAL ELECTRONIC F
67714,FDRL/NATIONAL ELECTRONIC F
67715,FDRL/NATIONAL ELECTRONIC F
67716,FDRL/NATIONAL ELECTRONIC F
67717,FDRL/NATIONAL ELECTRONIC F
67718,FDRL/NATIONAL ELECTRONIC F
67719,FDRL/NATIONAL ELECTRONIC F
67720,FDRL/NATIONAL ELECTRONIC F
67721,FDRL/NATIONAL ELECTRONIC F
67722,FDRL/NATIONAL ELECTRONIC F
67723,FDRL/NATIONAL ELECTRONIC F
67724,FDRL/NATIONAL ELECTRONIC F
67725,FDRL/NATIONAL ELECTRONIC F
67726,FDRL/NATIONAL ELECTRONIC F
67727,FDRL/NATIONAL ELECTRONIC F
67728,FDRL/NATIONAL ELECTRONIC F
67729,FDRL/NATIONAL ELECTRONIC F
67730,FDRL/NATIONAL ELECTRONIC F
67731,FDRL/NATIONAL ELECTRONIC F
67732,FDRL/NATIONAL ELECTRONIC F
67733,FDRL/NATIONAL ELECTRONIC F
67734,FDRL/NATIONAL ELECTRONIC F
67735,FDRL/NATIONAL ELECTRONIC F
67736,FDRL/NATIONAL ELECTRONIC F
67737,FDRL/NATIONAL ELECTRONIC F
67738,FDRL/NATIONAL ELECTRONIC F
67739,FDRL/NATIONAL ELECTRONIC F
67740,FDRL/NATIONAL ELECTRONIC F
67741,FDRL/NATIONAL ELECTRONIC F
67742,FDRL/NATIONAL ELECTRONIC F
67743,FDRL/NATIONAL ELECTRONIC F
67744,FDRL/NATIONAL ELECTRONIC F
67745,FDRL/NATIONAL ELECTRONIC F
67746,FDRL/NATIONAL ELECTRONIC F
67747,FDRL/NATIONAL ELECTRONIC F
67748,FDRL/NATIONAL ELECTRONIC F
67749,FDRL/NATIONAL ELECTRONIC F
67750,FDRL/NATIONAL ELECTRONIC F
67751,FDRL/NATIONAL ELECTRONIC F
67752,FDRL/NATIONAL ELECTRONIC F
67753,FDRL/NATIONAL ELECTRONIC F
67754,FDRL/NATIONAL ELECTRONIC F
67755,FDRL/NATIONAL ELECTRONIC F
67756,FDRL/NATIONAL ELECTRONIC F
67757,FDRL/NATIONAL ELECTRONIC F
67758,FDRL/NATIONAL ELECTRONIC F
67759,FDRL/NATIONAL ELECTRONIC F
67760,FDRL/NATIONAL ELECTRONIC F
67761,FDRL/NATIONAL ELECTRONIC F
67762,FDRL/NATIONAL ELECTRONIC F
67763,FDRL/NATIONAL ELECTRONIC F
67764,FDRL/NATIONAL ELECTRONIC F
67765,FDRL/NATIONAL ELECTRONIC F
67766,FDRL/NATIONAL ELECTRONIC F
67767,FDRL/NATIONAL ELECTRONIC F
67768,FDRL/NATIONAL ELECTRONIC F
67769,FDRL/NATIONAL ELECTRONIC F
67770,FDRL/NATIONAL ELECTRONIC F
67771,FDRL/NATIONAL ELECTRONIC F
67772,FDRL/NATIONAL ELECTRONIC F
67773,FDRL/NATIONAL ELECTRONIC F
67774,FDRL/NATIONAL ELECTRONIC F
67775,FDRL/NATIONAL ELECTRONIC F
67776,FDRL/NATIONAL ELECTRONIC F
67777,FDRL/NATIONAL ELECTRONIC F
67778,FDRL/NATIONAL ELECTRONIC F
67779,FDRL/NATIONAL ELECTRONIC F
67780,FDRL/NATIONAL ELECTRONIC F
67781,FDRL/NATIONAL ELECTRONIC F
67782,FDRL/NATIONAL ELECTRONIC F
67783,FDRL/NATIONAL ELECTRONIC F
67784,FDRL/NATIONAL ELECTRONIC F
67785,FDRL/NATIONAL ELECTRONIC F
67786,FDRL/NATIONAL ELECTRONIC F
67787,FDRL/INTERNAL FUND TRANSFE
67788,FDRL/INTERNAL FUND TRANSFE
67789,FDRL/NATIONAL ELECTRONIC F
67790,FDRL/NATIONAL ELECTRONIC F
67791,FDRL/NATIONAL ELECTRONIC F
67792,FDRL/NATIONAL ELECTRONIC F
67793,FDRL/NATIONAL ELECTRONIC F
67794,FDRL/NATIONAL ELECTRONIC F
67795,FDRL/NATIONAL ELECTRONIC F
67796,FDRL/NATIONAL ELECTRONIC F
67797,FDRL/NATIONAL ELECTRONIC F
67798,FDRL/NATIONAL ELECTRONIC F
67799,FDRL/NATIONAL ELECTRONIC F
67800,FDRL/NATIONAL ELECTRONIC F
67801,FDRL/NATIONAL ELECTRONIC F
67802,FDRL/NATIONAL ELECTRONIC F
67803,FDRL/NATIONAL ELECTRONIC F
67804,FDRL/NATIONAL ELECTRONIC F
67805,FDRL/NATIONAL ELECTRONIC F
67806,FDRL/NATIONAL ELECTRONIC F
67807,FDRL/NATIONAL ELECTRONIC F
67808,FDRL/NATIONAL ELECTRONIC F
67809,FDRL/NATIONAL ELECTRONIC F
67810,FDRL/NATIONAL ELECTRONIC F
67811,FDRL/NATIONAL ELECTRONIC F
67812,FDRL/NATIONAL ELECTRONIC F
67813,FDRL/NATIONAL ELECTRONIC F
67814,FDRL/NATIONAL ELECTRONIC F
67815,FDRL/NATIONAL ELECTRONIC F
67816,FDRL/NATIONAL ELECTRONIC F
67817,FDRL/NATIONAL ELECTRONIC F
67818,FDRL/NATIONAL ELECTRONIC F
67819,FDRL/NATIONAL ELECTRONIC F
67820,FDRL/NATIONAL ELECTRONIC F
67821,FDRL/NATIONAL ELECTRONIC F
67822,FDRL/NATIONAL ELECTRONIC F
67823,FDRL/NATIONAL ELECTRONIC F
67824,FDRL/NATIONAL ELECTRONIC F
67825,FDRL/NATIONAL ELECTRONIC F
67826,FDRL/NATIONAL ELECTRONIC F
67827,FDRL/NATIONAL ELECTRONIC F
67828,FDRL/NATIONAL ELECTRONIC F
67829,FDRL/NATIONAL ELECTRONIC F
67830,FDRL/NATIONAL ELECTRONIC F
67831,FDRL/NATIONAL ELECTRONIC F
67832,FDRL/NATIONAL ELECTRONIC F
67833,FDRL/NATIONAL ELECTRONIC F
67834,FDRL/NATIONAL ELECTRONIC F
67835,FDRL/NATIONAL ELECTRONIC F
67836,FDRL/NATIONAL ELECTRONIC F
67837,FDRL/NATIONAL ELECTRONIC F
67838,FDRL/NATIONAL ELECTRONIC F
67839,FDRL/NATIONAL ELECTRONIC F
67840,FDRL/NATIONAL ELECTRONIC F
67841,FDRL/NATIONAL ELECTRONIC F
67842,FDRL/NATIONAL ELECTRONIC F
67843,FDRL/NATIONAL ELECTRONIC F
67844,FDRL/NATIONAL ELECTRONIC F
67845,FDRL/NATIONAL ELECTRONIC F
67846,FDRL/NATIONAL ELECTRONIC F
67847,FDRL/NATIONAL ELECTRONIC F
67848,FDRL/NATIONAL ELECTRONIC F
67849,FDRL/NATIONAL ELECTRONIC F
67850,FDRL/NATIONAL ELECTRONIC F
67851,FDRL/NATIONAL ELECTRONIC F
67852,FDRL/NATIONAL ELECTRONIC F
67853,FDRL/NATIONAL ELECTRONIC F
67854,FDRL/NATIONAL ELECTRONIC F
67855,FDRL/NATIONAL ELECTRONIC F
67856,FDRL/NATIONAL ELECTRONIC F
67857,FDRL/NATIONAL ELECTRONIC F
67858,FDRL/NATIONAL ELECTRONIC F
67859,FDRL/NATIONAL ELECTRONIC F
67860,FDRL/NATIONAL ELECTRONIC F
67861,FDRL/NATIONAL ELECTRONIC F
67862,FDRL/NATIONAL ELECTRONIC F
67863,FDRL/NATIONAL ELECTRONIC F
67864,FDRL/NATIONAL ELECTRONIC F
67865,FDRL/NATIONAL ELECTRONIC F
67866,FDRL/NATIONAL ELECTRONIC F
67867,FDRL/NATIONAL ELECTRONIC F
67868,FDRL/NATIONAL ELECTRONIC F
67869,FDRL/NATIONAL ELECTRONIC F
67870,FDRL/NATIONAL ELECTRONIC F
67871,FDRL/NATIONAL ELECTRONIC F
67872,FDRL/NATIONAL ELECTRONIC F
67873,FDRL/NATIONAL ELECTRONIC F
67874,FDRL/NATIONAL ELECTRONIC F
67875,FDRL/NATIONAL ELECTRONIC F
67876,FDRL/NATIONAL ELECTRONIC F
67877,FDRL/NATIONAL ELECTRONIC F
67878,FDRL/NATIONAL ELECTRONIC F
67879,FDRL/NATIONAL ELECTRONIC F
67880,FDRL/NATIONAL ELECTRONIC F
67881,FDRL/NATIONAL ELECTRONIC F
67882,FDRL/NATIONAL ELECTRONIC F
67883,FDRL/NATIONAL ELECTRONIC F
67884,FDRL/INTERNAL FUND TRANSFE
67885,FDRL/NATIONAL ELECTRONIC F
67886,FDRL/NATIONAL ELECTRONIC F
67887,FDRL/NATIONAL ELECTRONIC F
67888,FDRL/NATIONAL ELECTRONIC F
67889,FDRL/INTERNAL FUND TRANSFE
67890,FDRL/NATIONAL ELECTRONIC F
67891,FDRL/NATIONAL ELECTRONIC F
67892,FDRL/NATIONAL ELECTRONIC F
67893,FDRL/NATIONAL ELECTRONIC F
67894,FDRL/NATIONAL ELECTRONIC F
67895,FDRL/NATIONAL ELECTRONIC F
67896,FDRL/NATIONAL ELECTRONIC F
67897,FDRL/NATIONAL ELECTRONIC F
67898,FDRL/NATIONAL ELECTRONIC F
67899,FDRL/NATIONAL ELECTRONIC F
67900,FDRL/REAL TIME GROSS SETTL
67901,FDRL/REAL TIME GROSS SETTL
67902,NEFT/000025050632/ACCOUNT
67903,NEFT/000025050970/Account
67904,NEFT/000025050535/Account
67905,NEFT/KKBK173121020771/Acc
67906,NEFT/KKBK173121020774/Acc
67907,RTGS/IDFBH17312300307/ART
67908,FDRL/REAL TIME GROSS SETTL
67909,FDRL/REAL TIME GROSS SETTL
67910,FDRL/REAL TIME GROSS SETTL
67911,NEFT/000025050591/Account
67912,NEFT/000025050594/Account
67913,FDRL/REAL TIME GROSS SETTL
67914,FDRL/REAL TIME GROSS SETTL
67915,RTGS/BARBH17312871748/MAK
67916,NEFT/000025051007/Account
67917,Indiaforensic SERVICES INDIA PVT
67918,RTGS/IDFBH17312300664/ART
67919,RTGS/IDFBH17312300663/ART
67920,NEFT/N312170406299420/PAY
67921,NEFT/N312170406303926/PAY
67922,FDRL/NATIONAL ELECTRONIC F
67923,FDRL/NATIONAL ELECTRONIC F
67924,FDRL/NATIONAL ELECTRONIC F
67925,FDRL/NATIONAL ELECTRONIC F
67926,FDRL/NATIONAL ELECTRONIC F
67927,FDRL/NATIONAL ELECTRONIC F
67928,FDRL/NATIONAL ELECTRONIC F
67929,FDRL/NATIONAL ELECTRONIC F
67930,FDRL/NATIONAL ELECTRONIC F
67931,FDRL/NATIONAL ELECTRONIC F
67932,FDRL/NATIONAL ELECTRONIC F
67933,FDRL/NATIONAL ELECTRONIC F
67934,FDRL/INTERNAL FUND TRANSFE
67935,FDRL/INTERNAL FUND TRANSFE
67936,FDRL/INTERNAL FUND TRANSFE
67937,FDRL/INTERNAL FUND TRANSFE
67938,NEFT/FDRL656260255/Indiaforensic
67939,TRF FROM  Indiaforensic SERVICES
67940,TRF FROM  Indiaforensic SERVICES
67941,TRF FROM  Indiaforensic SERVICES
67942,NEFT/FDRL656260050/Indiaforensic
67943,NEFT/FDRL656260384/Indiaforensic
67944,BEAT CSH PKP DEL GURG 520
67945,FDRL/INTERNAL FUND TRANSFE
67946,FDRL/INTERNAL FUND TRANSFE
67947,FDRL/REAL TIME GROSS SETTL
67948,FDRL/REAL TIME GROSS SETTL
67949,RTGS/HDFCH17313585388/PAY
67950,RTGS/HDFCH17313585376/PAY
67951,NEFT/IOBAN17313634839/VIG
67952,CHQ DEP/117579/OWDEL1/PUN
67953,CHQ DEP/1877/OWDEL1/SCBL/
67954,CHQ DEP/1906/OWDEL1/SCBL/
67955,NEFT/KKBK173131196462/Acc
67956,FDRL/INTERNAL FUND TRANSFE
67957,NEFT/20334762981DC/ARTHAS
67958,FDRL/REAL TIME GROSS SETTL
67959,FDRL/REAL TIME GROSS SETTL
67960,FDRL/INTERNAL FUND TRANSFE
67961,FDRL/INTERNAL FUND TRANSFE
67962,RTGS/BARBH17313789483/MAK
67963,NEFT/KKBK173131237443/Acc
67964,Indiaforensic SERVICES INDIA PVT
67965,NEFT/N313170407400761/PAY
67966,NEFT/N313170407386983/PAY
67967,FDRL/NATIONAL ELECTRONIC F
67968,FDRL/NATIONAL ELECTRONIC F
67969,FDRL/NATIONAL ELECTRONIC F
67970,FDRL/NATIONAL ELECTRONIC F
67971,FDRL/NATIONAL ELECTRONIC F
67972,FDRL/NATIONAL ELECTRONIC F
67973,FDRL/NATIONAL ELECTRONIC F
67974,FDRL/NATIONAL ELECTRONIC F
67975,FDRL/NATIONAL ELECTRONIC F
67976,FDRL/NATIONAL ELECTRONIC F
67977,FDRL/NATIONAL ELECTRONIC F
67978,FDRL/NATIONAL ELECTRONIC F
67979,FDRL/INTERNAL FUND TRANSFE
67980,FDRL/INTERNAL FUND TRANSFE
67981,TRF FRM  Indiaforensic SERVICES
67982,TRF FRM  Indiaforensic SERVICES
67983,TRF FRM  Indiaforensic SERVICES
67984,TRF FRM  Indiaforensic SERVICES
67985,FDRL/INTERNAL FUND TRANSFE
67986,FDRL/INTERNAL FUND TRANSFE
67987,FDRL/INTERNAL FUND TRANSFE
67988,BEAT CSH PKP DEL GURG 520
67989,NEFT/FDRL656260258/Indiaforensic
67990,NEFT/FDRL656260311/Indiaforensic
67991,NEFT/BDBLH17314001146/PAW
67992,RTGS/HDFCH17314726085/PAY
67993,RTGS/HDFCH17314727869/PAY
67994,FDRL/REAL TIME GROSS SETTL
67995,FDRL/REAL TIME GROSS SETTL
67996,FDRL/REAL TIME GROSS SETTL
67997,IB:TPFT0048576391 4090004
67998,NEFT/20336125651DC/ARTHAS
67999,"Indiaforensic USA, INC./USD/1700"
68000,IRTT00701728511
68001,RTGS/BARBH17314645403/MAK
68002,FDRL/INTERNAL FUND TRANSFE
68003,FDRL/INTERNAL FUND TRANSFE
68004,FDRL/REAL TIME GROSS SETTL
68005,FDRL/REAL TIME GROSS SETTL
68006,FDRL/REAL TIME GROSS SETTL
68007,RTGS/ICICH17314423998/EKO
68008,NEFT/N314170408239151/PAY
68009,NEFT/N314170408239234/PAY
68010,FDRL/INTERNAL FUND TRANSFE
68011,Indiaforensic SERVICES INDIA PVT
68012,NEFT/KKBK173141405160/Acc
68013,FDRL/INTERNAL FUND TRANSFE
68014,FDRL/INTERNAL FUND TRANSFE
68015,FDRL/INTERNAL FUND TRANSFE
68016,FDRL/INTERNAL FUND TRANSFE
68017,FDRL/INTERNAL FUND TRANSFE
68018,NEFT/N314170408458082/PAY
68019,TRF FROM  Indiaforensic SERVICES
68020,TRF FROM  Indiaforensic SERVICES
68021,NEFT/N314170408562091/TEC
68022,BEAT CSH PKP DEL GURG 520
68023,YOURSELF FOR BULK NEFT  B
68024,NEFT/FDRL656260279/Indiaforensic
68025,NEFT/FDRL656260298/Indiaforensic
68026,NEFT/FDRL656260016/Indiaforensic
68027,TRF FROM  Indiaforensic SERVICES
68028,FDRL/INTERNAL FUND TRANSFE
68029,FDRL/INTERNAL FUND TRANSFE
68030,FDRL/INTERNAL FUND TRANSFE
68031,FDRL/INTERNAL FUND TRANSFE
68032,FDRL/INTERNAL FUND TRANSFE
68033,FDRL/INTERNAL FUND TRANSFE
68034,FDRL/INTERNAL FUND TRANSFE
68035,FDRL/INTERNAL FUND TRANSFE
68036,IMPS-731619332740
68037,RTGS/HDFCH17317839438/PAY
68038,RTGS/HDFCH17317839487/PAY
68039,NEFT/000025307699/IDBI BA
68040,NEFT/000025308554/IDBI BA
68041,Indiaforensic SERVICES INDIA PVT
68042,RTGS/BARBH17317425262/MAK
68043,FDRL/REAL TIME GROSS SETTL
68044,FDRL/REAL TIME GROSS SETTL
68045,FDRL/REAL TIME GROSS SETTL
68046,FDRL/REAL TIME GROSS SETTL
68047,FDRL/REAL TIME GROSS SETTL
68048,FDRL/REAL TIME GROSS SETTL
68049,FDRL/REAL TIME GROSS SETTL
68050,NEFT/20337947321DC/ARTHAS
68051,IMPS-731716784990
68052,Indiaforensic SERVICES INDIA PVT
68053,FDRL/NATIONAL ELECTRONIC F
68054,CASHDEP/HAUS KHAS/
68055,FDRL/INTERNAL FUND TRANSFE
68056,FDRL/INTERNAL FUND TRANSFE
68057,FDRL/INTERNAL FUND TRANSFE
68058,NEFT/N317170409639206/PAY
68059,NEFT/KKBK173171665073/Acc
68060,NEFT/N317170409639223/PAY
68061,FDRL/INTERNAL FUND TRANSFE
68062,FDRL/INTERNAL FUND TRANSFE
68063,FDRL/INTERNAL FUND TRANSFE
68064,TRF FROM  Indiaforensic SERVICES
68065,TRF FROM  Indiaforensic SERVICES
68066,TRF FROM  Indiaforensic SERVICES
68067,TRF FROM  Indiaforensic SERVICES
68068,FDRL/INTERNAL FUND TRANSFE
68069,FDRL/INTERNAL FUND TRANSFE
68070,BEAT CSH PKP DEL GURG 520
68071,NEFT/P17111440779159/SUNI
68072,FDRL/INTERNAL FUND TRANSFE
68073,TRF FRM  Indiaforensic SERVICES
68074,FDRL/REAL TIME GROSS SETTL
68075,FDRL/REAL TIME GROSS SETTL
68076,FDRL/REAL TIME GROSS SETTL
68077,FDRL/REAL TIME GROSS SETTL
68078,RTGS/HDFCH17318946774/PAY
68079,RTGS/HDFCH17318946750/PAY
68080,FDRL/REAL TIME GROSS SETTL
68081,FDRL/REAL TIME GROSS SETTL
68082,RTGS/BARBH17318472820/MAK
68083,NEFT/20339304681DC/ARTHAS
68084,FDRL/INTERNAL FUND TRANSFE
68085,IMPS-731815982675
68086,FIXED   MOBILE PTE LTD/US
68087,IRTT00701728736
68088,RTGS/IDFBH17318300617/ART
68089,RTGS/IDFBH17318300691/ART
68090,FDRL/INTERNAL FUND TRANSFE
68091,FDRL/INTERNAL FUND TRANSFE
68092,FDRL/INTERNAL FUND TRANSFE
68093,RTGS/IDFBH17318300693/ART
68094,IMPS-731816689565
68095,NEFT/N318170410341412/PAY
68096,NEFT/N318170410335959/PAY
68097,FDRL/NATIONAL ELECTRONIC F
68098,FDRL/INTERNAL FUND TRANSFE
68099,FDRL/INTERNAL FUND TRANSFE
68100,FDRL/INTERNAL FUND TRANSFE
68101,NEFT/KKBK173181807794/Acc
68102,TRF FROM  Indiaforensic SERVICES
